v2paid,country_text_id,v2paenname,v2paorname,v2pashname,aliases,year,v2pariglef,v2pariglef_ord,v2xpa_antiplural,v2xpa_popul
49,BEL,Party of Liberty and Progress -- Open Flemish Liberals and Democrats,,PVV-OVLD,F&P | Flemish Liberal Democrats | Flemish Liberals and Democrats | Flemish Liberals and Democrats (VLD) | Flemish Liberals and Democrats-Citizen Party (Flemish) | Flemish Party of Liberty and Progress | Freedom & Prog | Liberal Party (Flemish) | O-VLD | OPEN VLD | OPENVLD | OVLD | Open Flemish Liberals | Open Flemish Liberals and Demo | Open Flemish Liberals and Democrats | Open Flemish Liberals and Democrats (Open VLD) | Open VLD | Open VLD (Flemish Liberals and Democrats) | Open VLD (Vlaamse Liberalen en Democraten) | Open Vlaamse Liberalen Demokraten | Open Vlaamse Liberalen en Democraten | Open Vlaamse Liberalen en Demokraten | Open Vld | Open vld | Open-VLD | Open/Vld | OpenVLD | PLP | PVV | PVV / VLD | PVV VLD | PVV — OVLD | PVV-OVLD | PVV/VLD | PVVOVLD | Parti de la Liberté et du Progrès | Parti de la Liberté et du Progrès; | Parti de la liberté et du progrès | Parti pour la Liberté et le Progrès | Partij voor Vrijheid en Vooruitgang | Partij voor Vrijheid en Vooruitgang Vlaamse Liberalen en Democraten | Partij voor Vrijheid en Vooruitgang – Open Vlaamse Liberalen en Democraten | Partij voor Vrijheid en Vooruitgang – PVV | Partij voor Vrijheid en Vooruitgang — Open Vlaamse Liberalen en Democraten | Partij voor Vrijheid en Voor–itgang - Open Vlaamse Liberalen en Democraten | Partij voor vrijheid en vooruitgang | Party for Freedom and Progress | Party for Liberty and Progress | Party of Liberty and Progress | Party of Liberty and Progress (Flemish) | Party of Liberty and Progress -- Open Flemish Liberals and Democrats | Party of Liberty and Progress Flemish Liberals and Democrats | Party of Liberty and Progress – Open Flemish Liberals and Democrats | Party of Liberty and Progress — Open Flemish Liberals and Democrats | Party of Liberty and P–ogress - Open Flemish Liberals and Democrats | VLD | Vlaamse Liberalen en Democraten | Vlaamse Liberalen en Demokraten | Vlaamse liberalen en democraten | Vlaamse liberalen en democraten-Partij van de Burger | openVLD,2019,0.71,4.0,0.038,0.032
281,BEL,Walloon Rally,,RW,RW | Rassemblement Walion | Rassemblement Wallon | Rassemblement wallon | WR | Wallon Rally | Walloon Party | Walloon Rally,1974,-0.446,2.0,0.067,0.295
480,BEL,Belgian Socialist Party,,BSP-PSB,BSP | BSP-PSB | BSP/PSB | BSPPSB | Belgian Socialist Party | Belgian Workers' Party | Belgische Socialistische Partij - Parti Socialiste Belge | Belgische Socialistische Partij // Parti Socialiste Belge | Belgische Socialistische Partij – BSP/ Parti socialiste belge – PSB | Belgische Socialistische Partij – Parti Socialiste Belge | Belgische Socialistische Partij/Parti Socialiste Beige | Belgische Socialistische Partij/Parti Socialiste Belge | Dutch and French names of the unitary Belgian Socialist Party | PSB | PSB-BSP | PSB/BSP | Parti Socialiste Belge | Parti socialiste belge-Belgische socialistische partij | Socialist | Socialist Party of Belgium,1977,-2.01,1.0,0.04,0.07
500,BEL,Socialist Party [Francophone],,PS,FSP | Francophone Socialist Party | Francophone-SP | PS | PS (Parti Socialiste) | PSB | Parti Socialiste | Parti socialiste | Parti socialiste - PS | SP.A-Spirit | SPSp | Socialist | Socialist Party | Socialist Party (Francophone) | Socialist Party (SP) | Socialist Party (W) | Socialist Party (Wallon) | Socialist Party (Walloon) | Socialist Party [Francophone] | [French-speaking] Socialist Party,2019,-2.035,1.0,0.052,0.143
528,BEL,Agalev -- Green,,AGL-Gr,"AGA | AGALEV | AGALEV = Anders Gaan Leven | AGALV | AGL — Gr | AGL-Gr | AGLGR | Agalev | Agalev - Flemish-speaking Greens | Agalev -- Green | Agalev – Green | Agalev – Groen | Agalev — Green | Agalev — Groen | Agalev; Green! | Agalev; Groen! | Anders Gaan Leven | Anders gaan arbeiden, leven en vrijen | Another way of living) Groen | Ecologist | Ecologists (Flemish) | Flemish Environmentalist Party (Agalev) | GROEN | GROEN! | Green | Green! | Greens | Gro! | Groen | Groen! | Groen! / Groen | Live Differently | Live Differently (F) | Live Differently - Flemish-speaking Ecologists | Live Differently, Greens (Flemish) | The Flemish Greens | groen!",2019,-1.984,1.0,0.042,0.25
553,BEL,Flemish Block / Interest,,VB,FB | Flemish Bloc | Flemish Bloc) Vlaams Belang Flemish Interest | Flemish Bloc; Flemish Interest | Flemish Block | Flemish Block / Flemish Interest | Flemish Block / Interest | Flemish Block Flemish Interest | Flemish Interest | Flemish Nationalist Party | VB | VLBLOK | Vlaams Belang | Vlaams Belang (VB) | Vlaams Bloc | Vlaams Blok | Vlaams Blok / Belang | Vlaams Blok / Vlaams Belang | Vlaams Blok Vlaams Belang | Vlaams Blok; Vlaams Belang | Vlaamse Blok | Vlaamse blok,2010,2.335,5.0,0.405,0.812
554,BEL,Liberal Reformist Party,,PRL,"FL | Francophone Liberals | Francophone Reform Liberal Party | Liberal | Liberal Party (Wallon) | Liberal Reform | Liberal Reform Party | Liberal Reform Party (Walloon) | Liberal Reform Party) Mouvement Reformateur MR, Reform movement | Liberal Reformation Party | Liberal Reformist Party | Liberal Reformist Party (W) | Liberals | PRL | PRL-FDF | PRLW | Parti R_formateur Lib_ral | Parti Reformateur Liberal | Parti Réformateur Libéral | Parti de la liberté et des réformes de Wallonie | Parti de la liberté et du progrès | Parti reformateur liberal (PRL) | Parti réformateur libéral | Party of Reforms and Freedom for Wallonia",1999,1.068,4.0,0.042,0.072
622,BEL,Flemish Christian Peoples Party,,CVP,CD&V | CD/V | CPP | CVP | CVP / CD&V | CVP CD&V | Christelijke Volkspartij | Christelijke Volkspartij - CVP | Christelijke Volkspartij / Christen-Democratisch & Vlaams | Christelijke Volkspartij Christen-Democratisch en Vlaams | Christelijke volkspartij | Christen-Democratisch en Vlaams | Christene Volkspartij | Christian Democratic and Flemish | Christian People's Party | Christian People's Party (F) | Christian People's Party) Christen Democratisch en Vlaams CD&V | Christian Peoples Party | Christian Peoples' Party [Daens] | Christian People’s Party | Christian People’s Party (Flemish) | Flemish Christian People's Party | Flemish Christian Peoples Party | Flemish Christian Peoples Party Christian Democrats & Flemish | Flemish Cristian People's Party,2019,0.423,3.0,0.03,0.05
633,BEL,Francophone Christian Social Party,,PSC,"CD&V | CDH | CDH (PSC) | CSP | CdH | Centre Démocrate Humaniste | Centre d_mocrate humaniste | Centre democrate humaniste | Centre démocrate humaniste | Centre démocrate humaniste, cdH | Christian Social Party | Christian Social Party (W) | Christian Social Party) Centre Democrat Humaniste cdH | Christian Social Party; Humanist Democratic Centre | Christian-Social Party | Democrat Humanist Centre | Francophone Christian Democrat Party | Francophone Christian Social Democratic | Francophone Christian Social Party | Francophone Christian Social Party -- Humanist Democratic Centre | Francophone Christian Social Party — Humanist Democratic Centre | Humanist Democratic Center (CDH) | Humanist Democratic Centre | LE | LE (CDH) | Les Engagés | Les Engagés (Centre Democraté Humaniste) | Les Engagés (prev. Humanist Democratic Centre) | PSC | PSC — CDH | PSC-CDH | Parti Social Chr_tien | Parti Social Chretien | Parti Social Chrétien | Parti Social Chrétien – Centre Democrate Humaniste | Parti Social Chrétien — Centre démocrate humaniste | Parti Social Chrétien; Centre Démocrate Humaniste | Parti social chretien - PSC | Parti social chrétien | Parti social-chrétien | Social-Christian Party (Walloon) | The Committed Ones (Humanist Democratic Centre) | cdH | cdH (Centre Démocrate Humaniste)",2014,0.03,3.0,0.042,0.032
698,BEL,Front Démocratique des Francophones / DéFI,,FDF,"Democratic Federalist Independent | Democratic Front of Francophones | Democratic Front of the Francophones | Democratic Front of the francophones | Democratic, Federalist, Independent | Democratic, Federalist, Independent (Francophone Democratic Front) | DéFI | DéFI (FDF) | Démocrate Fédéraliste Indépendant | Démocrate fédéraliste indépendant | Démocrate, Fédéraliste, Indépendant (Fédéralistes Démocrates Francophones) | FDF | FDF-PPW | FDFRW | Francophone Democratic Front | Francophone Democratic Front of Francophones | Francophone Liberal Reform-Democratic Front of Francophones | Front Democratique Francophone | Front Democratique des Francophones | Front Democratique des Francophones Democratic Front of French-speakers) | Front Démocratique des Bruxellois Francophones | Front Démocratique des Francophones | Front Démocratique des Francophones / DéFI | Front Démocratique des Francophones DéFI | Front democratique des Bruxellois francophones – FDF | Front démocratique des francophones | Fédéralistes Démocrates Francophones | PRL/FDF",1974,1.198,4.0,0.053,0.416
756,BEL,Christian-Democrat and Flemish / New Flemish Alliance,,CD&V/N-VA,CD&V | CD&V + N-VA | CD&V N-VA | CD&V NVA | CD&V-NVA | CD&V/N-VA | CD+NVA | CDVNVA | Christen- Democratisch & Vlaams / Nieuw- Vlaams Alliantie | Christen-Democratisch & Vlaams / Nieuw- Vlaams Alliantie | Christen-Democratisch & Vlaams / Nieuw-Vlaams Alliantie | Christen-Democratisch en Vlaams/Nieuw-Vlaamse Alliantie | Christian Democratic and Flemish/New Flemish Alliance | Christian-Democrat and Flemish / New Flemish Alliance,2007,0.322,3.0,0.054,0.314
789,BEL,Reformist Movement,,MR,Francophone Reformist Movement | Liberal Reformist Party; Reformist Movement | MR | MR (Mouvement Réformateur) | Mouvement R_formateur | Mouvement Reformateur | Mouvement Réformateur | Mouvement Réformateur (MR) | Movement for Reform | PRL | PRL/MR | Parti Réformateur Libéral; Mouvement Réformateur | Reform Movement | Reform Movement (W) | Reformist Movement | Reformist Movement (MR),2019,1.088,4.0,0.03,0.031
1424,BEL,People's Union [Flemish Concentration],,VU,"CVV | Christelijke Vlaamse Volksunie | Christelijke vlaamse volksunie | Christian Flemish People’s Party | Christian Flemish Union | De Volksunie | De Volksunie –Integrale Democratie voor de 21ste Eeuw | Flemish Concentration | Flemish Nationalists | Flemish People's Union | People's Union | People's Union (F) | People's Union [Flemish Concentration] | People's Union) Nieuw Vlaams Alliantie N VA, New Flemish Alliance | Peoples’ Union | People’s Union | People’s Union - Complete Democracy for the 21st century | People’s Union - Complete Democracy for the 21st century (VU-ID) | People’s Union–Free Democrats | VOLK | VU | VU / BS | VU-ID | VU-ID21 | VU/ID | Vlamsch concentratie | Volksunie | Volksunie [Vlaamse Concentratie] | Volksunie [Vlaamse Concentratie’ | Volksunie-Vrij Demokraten | Volskunie / België Spirit",1999,0.045,3.0,0.072,0.199
1563,BEL,Confederated ecologists for the organisation of original struggles,,Ecolo,Belgische Socialistische Partij | Confederated Ecologists | Confederated Ecologists (W) | Confederated ecologists for the organisation of original struggle | Confederated ecologists for the organisation of original struggles | ECOLO | ECOLO = Ecologistes Confederes pour l'Organisation de Luttes Originales | Eco | EcoIogists | Ecolo | Ecolo - Francophone Greens | Ecologist | Ecologist Confederation for the Organization of New Struggles (Walloon) | Ecologist Party | Ecologistes Confederes pour l’organisation de luttes originales | Ecologists | Ecologists (Wallon) | FSP | Flemish Socialist Party | Francophone Ecologists | Écolo | Écologistes Confédérés pour l'organisation de lutte | Écologistes Confédérés pour l'organisation de luttes originales | Écologistes Confédérés pour l’Organisation de Luttes Originales | Écologistes confédérés pour l’organisation de luttes originales | �cologistes Conf_d_r_s pour l'organisation de luttes originales,2019,-1.984,1.0,0.031,0.12
1586,BEL,Socialist Party Different / Social Liberal Party / Spirit,,SPA/Spirit,SP.A-Spirit | SP.A.SPIRIT | SPA-Spirit | SPA/Spirit | SPA/VP | SPASPIRIT | SPSp | SPa+Spi | Socialist Party Different - Spirit | Socialist Party Different / Social Liberal Party | Socialist Party Different / Social Liberal Party / Spirit | Socialistische Partij Anders - Spirit | Socialistische Partij Anders / Sociaal- Liberale Partij / Spirit | Socialistische Partij Anders / Sociaal-Liberale Partij | Socialistische Partij Anders / Sociaal-Liberale Partij / Spirit | sp.a-SPIRIT,2007,-0.181,3.0,0.086,0.216
1680,BEL,Socialist Party Differently,,SPA,Flemish Socialist | Flemish Socialist Party | Forward | Forward (formerly sp.a) | PS | SP | SP-A | SP.A | SPA | SPA — V | SPBP | Socialist Party | Socialist Party (F) | Socialist Party (Flemish) | Socialist Party - Different | Socialist Party Alternative | Socialist Party Different | Socialist Party Differently | Socialist Party-Differently | Socialist Party. Different | Socialist Party. Different (sp.a) | Socialist Party; Socialist Party Diﬀerent | Socialistiche Partij | Socialistische Partij | Socialistische Partij Anders | Socialistische Partij Anders — Vooruit | Socialistische Partij – SP | Socialistische Partij; Socialistische Partij Anders | Socialistische partij | Vooruit | [Flemish] Socialist Party) Socialistische Partij — Anders Spa | sp.a | sp.a (Socialistische Partij – Anders) | sp/a | vooruit,2019,-0.515,2.0,0.085,0.302
1753,BEL,Workers' Party of Belgium,,PA-PTB,All Power to the Workers | Labour Party | NA | PA-PTB | PAPTB | POS/SAP | PTB | PTB-PvdA | PTB-UA | PTB-go! (Parti du Travail de Belgique) | PTB/PVDA | PVDA | PVDA — PTB | PVDA+ PTB-go! (Partij van de Arbeid – Parti du Travail de Belgique) | PVDA-AE | PVDA/PTB | Parti du Travail de Belgique | Parti du Travail de Belgique (PTB)/Partij van de Arbeid van België (PVDA) | Parti du travail de Belgique | Parti ouvrier socialiste/ Socialistische Arbeiderspartij – POS/SAP | Partij van de Arbeid | Partij van de Arbeid van Belgie – Parti du Travail de Belgique | Partij van de Arbeid van België | Partij van de Arbeid van België — Parti du Travail de Belgique | Partij van de Arbeid van België/Parti du Travail de Belgique | Partij van de Arbeid – Parti du Travail de Belgique | Partij van der Arbeid/Parti du travail de Belgique – PVDA/PTB | Revolutionary Workers' League | Worker's Party | Workers Party of Belgium (PTB- | Workers Party of Belgium (PVD | Workers' Party | Workers' Party of Belgium | Workers' Party of Belgium (PTB/PVDA) | Workers’ Party of Belgium | Worker’s Party of Belgium,2019,-3.938,0.0,0.272,0.848
1968,BEL,Flemish Interest,,VB,Flemish Interest | Flemish Interest (VB) | VB | VLAAMS BELANG | Vlaams Belang | Vlaams Blok | VlaamsBelang,2019,0.641,4.0,0.375,0.813
2300,BEN,Cowry Forces for an Emerging Benin,,FCBE,Cauri Forces for an Emerging Benin | Cauri Forces for an Emerging Benin (FCBE) | Cowry Forces for an Emerging Benin | FCBE | Force Cauris pour un Bénin Emergent (FCBE de Yayi Boni) | Forces Cauri pour un Bénin Emergent | Forces Cauris pour Un Benin Emergent | Forces Cauris pour un Bénin Emergent | Forces Cauris pour un Bénin émergent | The Cauri Forces for an Emerging Benin,2015,-0.099,3.0,0.41,0.265
2365,BEN,Democratic Renewal Party,,PRD,Democratic Renewal | Democratic Renewal Party | National Party for Democracy and Development-Democratic Renewal Party | PNDD-PRD | PRD | Parti du Renouveau D_mocratique | Parti du Renouveau Democratique | Parti du renouveau démocratique | Party of Democratic Renovation,2015,0.869,4.0,0.253,0.433
2366,BEN,G13 Baobab Alliance,,G-13,G-13 | G13 Baobab Alliance | alliance G13 baobab,2011,0.421,3.0,0.256,0.542
2368,BEN,Social Democratic Party,,PSD,PSD | PSD-UNSP | Parti Social-Democrate | Parti Social-Démocrate | Social Democratic | Social Democratic Party | Social Democratic Party-National Union for Solidarity and Progress,1999,-0.783,2.0,0.426,0.319
3831,BEN,Benin Rebirth Party,,RB,Benin Rebirth Party | La Renaissance du Benin | PRB | Parti de la Renaissance du Benin | Parti de la renaissance du Bénin | RB | RB (Lehady Soglo) | RB-RP | Renaissance Party | Renaissance Party of Benin | Renaissance du Benin-Reveil Patriotique | Renaissance du Previous Benin,2003,1.284,4.0,0.317,0.258
3834,BEN,National Rally for Democracy,,RND,National Democratic Rally | National Rally for Democracy | RND | Rally for Liberal Democrats | Rassemblement National pour la Democratie | Rassemblement national pour la démocratie,1991,1.247,4.0,0.27,0.571
3836,BEN,Our Common Cause,,NCC,NCC | Notre Cause Commune | Our Common Cause | notre cause commune,1995,-0.603,2.0,0.313,0.417
3839,BEN,Liberal Democrats' Rally for National Reconstruction-Vivotene,,RDLPN,Liberal Democrats' Rally for National Reconstruction – Vivoten | Liberal Democrats' Rally for National Reconstruction-Vivotene | RDLPN | Rally of Liberal Democrats for National Reconstruction-Vivoten | Rassemblement des Democrates Liberaux pour le Reconstruction Nationale | Rassemblement des Démocrates Libéraux pour la Reconstruction nationale,1991,0.623,4.0,0.267,0.214
4089,BEN,Action Front for Renewal and Development,,FARD,Action Front for Renewal and Development | Action for Renewal and Development | FARD | FARD- Alafia | FARD-A | Front D’Action pour le Renouveau et le Developpement | Front D’Action pour le Renouveau et le Developpement (FARD-ALAFIA) | Front d'action pour le renouveau et le développement,1999,0.021,3.0,0.281,0.293
4090,BEN,Union for Democracy and National Solidarity,,UDNS,UDNS | UDS | UDSN | Union for Democracy and National Solidarity | Union pour la D_mocratie et la Solidarit_ Nationale | Union pour la Democratie et la Solidarite Nationale | Union pout la Démocratie et la Solidarité Nationale | union pour la démocratie et la solidarité nationale,1995,0.356,3.0,0.355,0.341
5413,BEN,People's Revolutionary Party of Benin,,PRPB,Benin People's Revolutionary Party | PRB | PRPB | Parti de la R_volution Populaire du B_nin | Parti de la Révolution Populaire du Bénin | Parti de la révolution populaire du Bénin | People's Revolutionary Party | People's Revolutionary Party of Benin | Rassemblement pour le Progrès et le Renouveau,1989,-2.729,1.0,0.909,0.612
5826,BEN,Union for Future Benin,,UBF,UBF | Union for Future Benin | Union for the Benin of the Future | Union for the Benin of the Future (UBF) | nion pour le Previous Benin Hit du Futur,2003,0.307,3.0,0.472,0.325
5900,BEN,African Movement for Development and Progress,,MADEP,African Movement for Democracy and Progress | African Movement for Development and Progress | MADEP | Mouvement Africain pour la D_mocratie et le Progr�s | Mouvement Africain pour la Démocratie et le Progrès | Mouvement africain pour la développement et le progrès | mouvement africain pour la développement et le progrès,2003,1.244,4.0,0.388,0.143
6190,BEN,Key Force,,FC,FC | Force Cl_ | Force Clé | Force clé | Key Force | The Key Force,2003,-0.202,3.0,0.356,0.336
6569,BEN,Union Makes the Nation,,UN,Build the Nation Union | L'Union fait la Nation | L’Union Fait La Nation | UN | Union Makes the Nation | Union Makes the Nation [UN] | Union fait la Nation,2015,0.629,4.0,0.215,0.589
7071,BEN,Alliance for a Democratic Dynamic,,ADD,ADD | Alliance for Democracy and Development | Alliance for a Democratic Dynamic | Alliance for a Dynamic Democracy | Alliance for a Dynamic Democracy [ADD] | Alliance pour la Démocratie et le Développement | Alliance pour une Dynamique D_mocratique | alliance pour une dynamique démocratique,2007,0.998,4.0,0.285,0.107
7072,BEN,Union for the Triumph of Democratic Renewal,,UTRD,UTDR | UTRD | Union for Triumph | Union for the Triumph of Democratic Renewal | union pour le triomphe du renouveau démocratique,1991,0.309,3.0,0.415,0.272
93513,BEN,alliance: PNDD-PRD,,PNDD-PRD,,1991,0.631,4.0,0.225,0.175
93514,BEN,alliance: PSD-UNSP,,PSD-UNSP,,1991,-0.496,2.0,0.246,0.142
93515,BEN,alliance: MNDD-MSUP-UDRN,,MNDD-MSUP-UDRN,,1991,0.163,3.0,0.265,0.387
93516,BEN,alliance: Amana Alliance,,Amana Alliance,,2011,0.37,3.0,0.376,0.226
93517,BEN,alliance: Hope Force - Union for Change,,Hope Force -...,,2011,0.039,3.0,0.254,0.518
93518,BEN,alliance: Alliance RB-RP (Benin Rebirth Party-Patriotic Revival Party),,Alliance RB-...,,2015,0.357,3.0,0.276,0.52
93519,BEN,alliance: Sun Alliance,,Sun Alliance,,2015,0.68,4.0,0.336,0.17
93520,BEN,alliance: United Democratic Forces Alliance (FDU),,United Democ...,,2015,1.261,4.0,0.423,0.455
93521,BEN,alliance: National Alliance for Development and Democracy (AND),,National All...,,2015,-0.287,3.0,0.265,0.343
93522,BEN,alliance: Progressive Union,,Progressive ...,,2019,1.484,4.0,0.96,0.376
93523,BEN,alliance: Republican Bloc,,Republican Bloc,,2019,0.627,4.0,0.956,0.376
4313,BFA,Congress for Democracy and Progress,,CDP,CDP | Congress for Democracy and Progress | Congrès pour la Démocratie et le Progrès | Congr�s Organisation pour la D_mocratie Populaire - Mouvement du Travail | Congr�s pour la D_mocratie et le Progr�s | NA | ODP-MT,2015,-1.112,2.0,0.751,0.271
4314,BFA,Alliance for Democracy and Federation–African Democratic Rally,,ADF-RDA,ADF — RDA | ADF-RDA | ADF/ RDA | Alliance for Democracy | Alliance for Democracy and Federation – African Democratic Rally | Alliance for Democracy and Federation — African Democratic Rally | Alliance for Democracy and Federation-African Democratic Rally | Alliance for Democracy and Federation–African Democratic Rally | Alliance pour la D_mocratie et la F_d_ration_Rassemblement D_mocratique Africain | Alliance pour la Démocratie et la Fédération–Rassemblement Démocratique Africain | NA | RDA | Rassemblement D_mocratique Africain,2012,1.646,4.0,0.576,0.116
4315,BFA,Union for Progress and Reform,,UPC,UPC | UPC de Zéphirin DIABRE | Union for Progress and Change | Union for Progress and Reform | Union pour le Progrès et le Changement | Union pour le Progr�s et le Changement,2015,1.581,4.0,0.179,0.321
4317,BFA,Party for Democracy and Socialism / Metba,,PDS/Metba,NA | PDP-PS | PDS | PDS/Metba | Parti pour la D_mocratie et le Progr�s / Parti Socialiste | Parti pour la Démocratie et le Socialisme/Parti des Bâtisseurs | Parti pour la démocratie et le socialisme / Metba | Parti pour la démocratie et le socialisme/Metba | Party for Democracy and Socialism | Party for Democracy and Socialism / Metba | Party for Democracy and Socialism/Metba | Party of Democracy and Socialism / Party of Builders,2002,-2.494,1.0,0.583,0.696
5343,BFA,National Convention of Progressive Patriots–Social Democratic Party,,CNPP/PSD,CNPP-PSD | CNPP/PSD | Convention Nationale des Patriotes Progressistes / Parti Social-D_mocrate | National Convention of Progressive Patriots-Social Democratic Party | National Convention of Progressive Patriots–Social Democratic Party | Progressive Patriots Socialist,1992,-1.766,1.0,0.504,0.442
5769,BFA,People's Movement for Progress,,MPP,MPP | Mouvement du Peuple pour le Progrès | People's Movement for Progress | People’s Movement for Progress,2015,-1.299,2.0,0.587,0.194
5774,BFA,Voltaic Democratic Union / African Democratic Rally,,UDV-RDA,African Democratic Rally | RDA | Rassemblement Démocratique Africain | UDV | UDV-RDA | UDVRDA | Union D_mocratique Volta�que | Union Démocratique du Volta party | Voltaic Democratic Union | Voltaic Democratic Union / African Democratic Rally | Voltaic Democratic Union-African Democratic Rally,1997,1.852,5.0,0.855,0.598
